"Name","Time","TimesExec","PSVersion","OS","CLR","WorkSet","Total","Assert","Max","Min","Samples","Score"
"|Where-Obj{}","00:00:00.4574402","1000","7.1.4","Mac","CoreCLR","4747264","00:00:03.2020811","True","00:00:00.8198476","00:00:00.2512423","7","33.40979272265152"
"While(){}2x","00:00:00.4591871","10000","7.1.4","Mac","CoreCLR","-385024","00:00:03.2143095","True","00:00:00.5140744","00:00:00.3930197","7","3.6900785369134743"
"For(){}2x","00:00:00.4767425","10000","7.1.4","Mac","CoreCLR","2408448","00:00:03.3371973","True","00:00:00.5409166","00:00:00.3980170","7","3.8311556811689007"
".Foreach({})2x","00:00:00.5147797","10000","7.1.4","Mac","CoreCLR","11194368","00:00:03.6034579","True","00:00:00.6117998","00:00:00.4600956","7","4.136826845111192"
".Where{})2x","00:00:00.6083164","10000","7.1.4","Mac","CoreCLR","10145792","00:00:04.2582146","True","00:00:00.7009954","00:00:00.5474580","7","4.888498155310704"
"|Foreach-Obj{}","00:00:01.0569436","10000","7.1.4","Mac","CoreCLR","-15667200","00:00:07.3986054","True","00:00:01.1862927","00:00:00.9837138","7","8.49371616294983"
"|AnonymusPipe","00:00:01.1228895","100000","7.1.4","Mac","CoreCLR","7323648","00:00:07.8602264","True","00:00:01.3685410","00:00:01.0633695","7","1"
"Foreach(){}Shorter","00:00:01.4025779","100000","7.1.4","Mac","CoreCLR","9187328","00:00:09.8180452","True","00:00:01.4899809","00:00:01.3660762","7","1.2490791836596566"
"Foreach(){}2x","00:00:01.8797077","100000","7.1.4","Mac","CoreCLR","-15921152","00:00:13.1579539","True","00:00:01.9928428","00:00:01.7439456","7","1.6739916973130482"
"For(){}SHORTER","00:00:02.1926879","100000","7.1.4","Mac","CoreCLR","15003648","00:00:15.3488155","True","00:00:02.3614784","00:00:02.1027148","7","1.9527192123534862"
"|Where-Obj{}","00:00:02.8140084","10000","7.1.4","Mac","CoreCLR","8601600","00:00:19.6980589","True","00:00:03.0859181","00:00:02.5435896","7","22.61368405065"
"Do{}Until()2x","00:00:03.0663780","100000","7.1.4","Mac","CoreCLR","1323008","00:00:21.4646460","True","00:00:03.1788267","00:00:02.9837267","7","2.7307922996875473"
"For(){}2x","00:00:03.1095916","100000","7.1.4","Mac","CoreCLR","-3809280","00:00:21.7671412","True","00:00:03.2542070","00:00:03.0319858","7","2.769276585095862"
"Do{}While()2x","00:00:03.1250329","100000","7.1.4","Mac","CoreCLR","3014656","00:00:21.8752300","True","00:00:03.3241441","00:00:03.0185853","7","2.7830279827178006"
"While(){}2x","00:00:03.2108090","100000","7.1.4","Mac","CoreCLR","7884800","00:00:22.4756628","True","00:00:03.3816147","00:00:03.0772854","7","2.859416710192766"
".Foreach({})2x","00:00:04.1475573","100000","7.1.4","Mac","CoreCLR","71786496","00:00:29.0329008","True","00:00:04.6952068","00:00:03.8540713","7","3.6936468815497876"
".Where{})2x","00:00:04.9296951","100000","7.1.4","Mac","CoreCLR","196313088","00:00:34.5078656","True","00:00:05.0561230","00:00:04.7834693","7","4.390187191170636"
"|Foreach-Obj{}","00:00:09.4969041","100000","7.1.4","Mac","CoreCLR","12652544","00:01:06.4783289","True","00:00:10.0450957","00:00:09.0147464","7","8.457558913855726"
"|Where-Obj{}","00:00:21.1120115","100000","7.1.4","Mac","CoreCLR","88371200","00:02:27.7840808","True","00:00:22.1058904","00:00:18.0274635","7","18.801504066072397"
